"fips","region","division","netmig2010","netmig2011","netmig2012","netmig2013","netmig2014","netmig2015","netmig2016","netmig2017","netmig2018","netmig2019"
"24025","South","South Atlantic",219,566,1105,-292,-283,-551,185,1161,1581,1232
"24027","South","South Atlantic",981,3064,3697,2437,1482,2402,2193,1939,1666,1489
"24029","South","South Atlantic",23,109,-231,-99,62,35,71,-120,103,132
"24031","South","South Atlantic",2466,8088,6648,2926,1827,1112,-1477,1075,-4673,-3724
"24033","South","South Atlantic",740,998,1189,1633,2305,-351,-4233,-4486,-5823,-5439
"24035","South","South Atlantic",33,321,218,3,197,184,16,479,470,166
"24037","South","South Atlantic",434,965,560,-201,70,351,121,212,-244,348
"24039","South","South Atlantic",23,-159,-269,-111,-420,147,147,97,-218,71
"24041","South","South Atlantic",79,139,146,47,-281,40,-179,29,109,251
"24043","South","South Atlantic",243,721,-40,-255,-184,-164,320,510,487,372
"24045","South","South Atlantic",72,685,167,15,266,112,63,-83,571,371
"24047","South","South Atlantic",66,171,206,151,171,110,236,404,540,593
"24510","South","South Atlantic",-488,-3196,-347,-3058,-1267,-3652,-8430,-7304,-8907,-9629
"25001","Northeast","New England",300,688,581,1090,1108,1135,1066,1492,1264,933
"25003","Northeast","New England",87,-529,-31,-289,-266,-590,-310,-154,122,-487
"25005","Northeast","New England",558,-567,1048,818,2459,1616,797,2827,2993,840
"25007","Northeast","New England",17,98,119,309,127,-58,37,-9,-5,-20
"25009","Northeast","New England",1607,3867,3762,5331,5273,3585,1069,3027,2266,-811
"25011","Northeast","New England",-17,363,-25,-260,76,-304,-147,128,192,-253
"25013","Northeast","New England",428,632,-468,-122,787,-1060,-2070,-347,422,-2453
"25015","Northeast","New England",1117,905,306,650,208,10,875,-44,365,21
"25017","Northeast","New England",2574,10627,11655,10832,8364,4514,3327,3889,-552,-1632
"25019","Northeast","New England",-42,-104,114,140,213,40,65,22,-97,117
"25021","Northeast","New England",1550,3165,3396,4104,2397,917,1070,2376,1222,2309
"25023","Northeast","New England",696,1317,426,2435,3057,2201,2408,2941,2476,2405
"25025","Northeast","New England",2300,6298,8902,6553,6542,4299,5309,3560,-1846,-3229
"25027","Northeast","New England",1260,1485,711,2192,2821,1404,596,4077,2307,412
"26001","Midwest","East North Central",-17,-20,-27,95,10,26,152,75,158,153
"26003","Midwest","East North Central",-21,-19,-1,32,-17,-26,-69,66,14,40
"26005","Midwest","East North Central",-16,-810,-85,153,895,437,439,1046,457,553
"26007","Midwest","East North Central",-34,-89,-44,-87,-13,-64,65,-103,35,84
"26009","Midwest","East North Central",-43,-112,-29,-14,77,-28,111,285,168,122
"26011","Midwest","East North Central",-8,-145,-51,22,11,23,-90,-2,89,-28
"26013","Midwest","East North Central",-17,9,-79,7,-33,-50,-5,-57,-69,-59
"26015","Midwest","East North Central",-146,-314,-30,6,82,34,311,816,483,278
"26017","Midwest","East North Central",-71,-253,-318,-51,-678,-535,-627,-111,-138,-389
"26019","Midwest","East North Central",0,-62,1,79,178,-24,209,104,200,66
"26021","Midwest","East North Central",-119,-181,-404,-683,-309,-901,-695,-101,-322,-392
"26023","Midwest","East North Central",-126,-1379,-164,-313,21,-136,-246,-142,93,-143
"26025","Midwest","East North Central",-152,-1044,-542,-200,-175,-685,-77,-194,-194,14
"26027","Midwest","East North Central",-44,-30,-376,-125,-42,-167,-18,243,286,99
"26029","Midwest","East North Central",-30,207,87,97,57,46,24,72,77,32
"26031","Midwest","East North Central",-34,-55,-32,-55,147,-125,150,115,193,-75
"26033","Midwest","East North Central",-53,255,124,-436,-300,-286,-292,-3,-179,-54
"26035","Midwest","East North Central",61,78,-108,-127,181,-11,-125,322,249,292
"26037","Midwest","East North Central",-1,261,53,426,8,-138,394,730,511,196
"26039","Midwest","East North Central",-13,26,-40,-10,-89,151,-36,217,37,162
"26041","Midwest","East North Central",18,-30,-38,-6,-189,-97,-131,-184,76,36
"26043","Midwest","East North Central",-22,23,137,-90,-82,-123,-104,-47,-11,-64
"26045","Midwest","East North Central",-50,-64,-132,130,164,-153,342,149,176,508
"26047","Midwest","East North Central",-4,66,102,161,123,33,18,287,194,212
"26049","Midwest","East North Central",-1089,-4022,-4711,-3282,-3410,-2517,-1878,-1520,-910,-909
"26051","Midwest","East North Central",31,225,-199,118,10,-220,19,191,218,258
"26053","Midwest","East North Central",-20,-182,33,-24,-62,-158,-107,72,-143,-1070
"26055","Midwest","East North Central",-46,1260,708,796,575,617,350,-212,710,524
"26057","Midwest","East North Central",-33,-330,-178,23,-441,-89,-317,130,-347,167
"26059","Midwest","East North Central",-69,-137,-381,-207,-337,-94,-159,11,-164,-127
"26061","Midwest","East North Central",62,8,-64,-83,-239,-253,70,-109,-276,-271
"26063","Midwest","East North Central",-38,-221,-127,-65,-60,-81,-152,-37,45,-92
"26065","Midwest","East North Central",-251,386,-660,-628,295,344,1527,1099,-1430,-143
"26067","Midwest","East North Central",-91,-273,-259,-139,65,-396,-68,-93,-171,264
"26069","Midwest","East North Central",-40,-71,32,163,147,89,126,47,140,178
"26071","Midwest","East North Central",0,60,-90,33,-47,51,-41,39,89,48
"26073","Midwest","East North Central",-57,143,-136,-668,-376,428,349,-326,-813,-800
"26075","Midwest","East North Central",-178,-780,117,-462,-365,-322,-999,313,3,-170
"26077","Midwest","East North Central",115,884,1617,829,579,-288,533,798,830,-412
"26079","Midwest","East North Central",-23,57,-48,180,101,-108,78,331,240,232
"26081","Midwest","East North Central",-849,1123,2983,3958,2748,1782,2603,1455,304,-190
"26083","Midwest","East North Central",11,13,-10,-18,33,-53,21,-34,12,39
"26085","Midwest","East North Central",-4,7,41,-9,78,356,192,180,-48,26
"26087","Midwest","East North Central",-164,-144,-7,57,-99,178,-141,103,-82,-173
"26089","Midwest","East North Central",42,-254,10,167,203,110,-82,213,134,96
"26091","Midwest","East North Central",-305,-365,-526,-235,-152,-315,148,-36,-239,372
"26093","Midwest","East North Central",-119,620,376,1023,957,1266,989,1022,1114,664
"26095","Midwest","East North Central",-31,-59,-32,43,-71,19,-47,54,-35,-73
"26097","Midwest","East North Central",-8,-25,88,-5,38,-107,-20,89,82,68
"26099","Midwest","East North Central",-142,1835,4641,6761,4719,1700,2758,2421,1010,628
"26101","Midwest","East North Central",-151,298,26,-30,56,177,69,70,182,196
"26103","Midwest","East North Central",28,392,273,-58,55,-382,-762,83,-32,427
"26105","Midwest","East North Central",7,-21,96,60,151,36,90,220,109,83
"26107","Midwest","East North Central",26,552,-11,-297,-79,-218,84,122,125,15
"26109","Midwest","East North Central",-29,-32,-51,65,-139,-5,-178,-132,42,-77
"26111","Midwest","East North Central",-53,-16,-261,-158,-358,-30,-310,-176,-149,-177
"26113","Midwest","East North Central",-15,82,48,27,-85,-78,127,-48,58,-13
"26115","Midwest","East North Central",-169,-749,-862,-770,-373,-574,-272,289,769,359
"26117","Midwest","East North Central",-88,-204,-347,-386,-145,-132,96,459,315,-160
"26119","Midwest","East North Central",21,-61,-29,-24,58,38,1,125,138,155
"26121","Midwest","East North Central",-458,-2399,-335,1655,-426,-107,352,76,-413,-330
"26123","Midwest","East North Central",-67,-145,-541,-70,-148,23,-79,444,537,137
"26125","Midwest","East North Central",-379,6214,7711,8949,4080,-1050,3364,2043,-1439,-1164
"26127","Midwest","East North Central",-54,-150,-220,-84,38,-27,-30,107,133,-76
"26129","Midwest","East North Central",-33,-15,-46,-64,-78,52,114,172,90,204
"26131","Midwest","East North Central",-1,-83,-161,-41,-62,-72,-29,25,-1,-3
"26133","Midwest","East North Central",-9,-53,-199,-88,-107,-64,15,82,101,72
"26135","Midwest","East North Central",0,58,-5,-162,-6,-21,4,38,36,59
"26137","Midwest","East North Central",-3,-55,-99,77,43,88,227,158,115,61
"26139","Midwest","East North Central",-163,1174,2290,1906,1982,1592,1389,1477,1988,733
"26141","Midwest","East North Central",-18,-59,13,35,53,-66,24,141,44,-24
"26143","Midwest","East North Central",53,110,77,55,220,114,123,232,328,421
"26145","Midwest","East North Central",-353,-1196,-909,-1856,-1872,-2024,-876,-603,-1251,-296
"26147","Midwest","East North Central",-349,-1064,-974,-168,-54,-136,-74,-57,318,425
"26149","Midwest","East North Central",-109,-439,-337,-164,-98,-382,-134,-123,56,-91
"26151","Midwest","East North Central",-70,-417,-398,-382,-206,-125,-19,-61,35,46
"26153","Midwest","East North Central",2,40,-105,-53,-50,33,-118,106,62,93
"26155","Midwest","East North Central",-67,-667,-712,-407,-67,-261,43,-94,-243,51
"26157","Midwest","East North Central",-76,-261,-729,-492,-287,-190,-404,-381,-133,-274
"26159","Midwest","East North Central",-170,-456,-908,-144,-322,-278,80,34,90,138
"26161","Midwest","East North Central",132,2279,874,2270,2463,1530,1650,1247,-414,-2938
"26163","Midwest","East North Central",-7196,-17837,-13290,-21472,-14777,-11766,-9611,-8191,-7626,-9519
"26165","Midwest","East North Central",-4,-179,-146,-65,288,-7,165,112,180,166
"27001","Midwest","West North Central",30,57,-73,-60,92,105,22,155,183,83
"27003","Midwest","West North Central",-19,-826,928,838,415,247,65,1702,1149,1450
"27005","Midwest","West North Central",16,134,147,104,-18,134,217,274,256,-5
"27007","Midwest","West North Central",21,187,-229,48,-150,-231,118,202,53,248
"27009","Midwest","West North Central",-43,-1,-311,79,-26,-6,8,296,184,173
"27011","Midwest","West North Central",0,-37,-44,-46,35,-72,26,22,-10,2
"27013","Midwest","West North Central",-37,-22,320,-498,301,168,414,331,266,31
"27015","Midwest","West North Central",-21,-153,-267,-81,19,21,13,-86,-33,-117
"27017","Midwest","West North Central",3,14,-217,37,129,78,183,-25,305,52
"27019","Midwest","West North Central",128,737,366,1096,1016,575,1049,1111,761,952
"27021","Midwest","West North Central",44,-284,-40,76,23,130,314,351,185,311
"27023","Midwest","West North Central",11,-154,-199,-42,-47,21,-70,-99,-44,-127
"27025","Midwest","West North Central",-56,-336,-527,39,26,211,306,484,538,411
"27027","Midwest","West North Central",65,439,-87,54,324,526,471,330,-143,-194
"27029","Midwest","West North Central",0,-6,-43,98,13,11,26,-16,-49,-33
"27031","Midwest","West North Central",-4,44,-40,17,68,-6,86,79,16,32
"27033","Midwest","West North Central",20,-22,-158,-38,-73,-94,-71,-118,2,-73
"27035","Midwest","West North Central",55,-80,59,153,43,81,424,581,572,300
"27037","Midwest","West North Central",-229,-295,-215,491,915,-419,568,1451,949,1587
"27039","Midwest","West North Central",25,-92,-63,-29,-49,-77,19,76,-15,72
"27041","Midwest","West North Central",-15,190,94,67,187,190,382,393,403,189
"27043","Midwest","West North Central",-42,24,-223,-25,25,-86,-94,-60,7,-71
"27045","Midwest","West North Central",-40,-33,-2,-91,-25,-28,154,22,34,5
"27047","Midwest","West North Central",-36,-131,-8,-158,-166,-122,-70,172,-42,-162
"27049","Midwest","West North Central",5,-155,-64,-1,-107,14,142,24,-13,-7
"27051","Midwest","West North Central",-2,1,-63,40,-39,-70,67,2,69,-13
"27053","Midwest","West North Central",-357,7055,6673,5696,4592,3029,5146,4369,3097,727
"27055","Midwest","West North Central",-3,-144,-140,-26,-93,-9,7,-82,-111,23
"27057","Midwest","West North Central",1,35,-73,217,-73,19,41,273,314,184
"27059","Midwest","West North Central",8,105,-191,-248,114,-140,347,678,255,525
"27061","Midwest","West North Central",-26,106,78,281,68,24,-40,13,-23,144
"27063","Midwest","West North Central",3,-40,110,-67,-4,-191,-142,12,-89,-38
"27065","Midwest","West North Central",-13,-2,-239,12,-44,-99,29,148,140,53
"27067","Midwest","West North Central",-22,-223,10,-120,-189,-34,-141,-143,-75,93
"27069","Midwest","West North Central",0,-12,-13,23,-26,-17,-59,-43,10,17
"27071","Midwest","West North Central",19,-44,-25,-25,-194,-25,-131,-40,-55,-150
"27073","Midwest","West North Central",-19,2,-61,-95,-83,-13,-107,-26,-8,-1
"27075","Midwest","West North Central",9,-47,18,-40,-66,-22,7,32,162,63
"27077","Midwest","West North Central",2,-7,-43,-28,-14,-2,-80,-56,19,12
"27079","Midwest","West North Central",-40,-76,-245,-16,28,-138,-57,327,251,178
"27081","Midwest","West North Central",2,-42,-47,-10,19,-33,-8,-19,-9,-24
"27083","Midwest","West North Central",-34,-194,-343,-59,-98,-91,-15,-193,-475,-225
"27085","Midwest","West North Central",-64,-385,-497,-159,-183,-75,-112,54,-76,22
"27087","Midwest","West North Central",4,-20,-14,-62,0,-113,13,50,-96,2
"27089","Midwest","West North Central",-19,9,-28,-63,-50,-38,-79,-44,-5,-67
"27091","Midwest","West North Central",-2,-151,-146,-40,-125,-147,-106,-42,-72,-97
"27093","Midwest","West North Central",-14,-208,-230,26,-20,-108,-44,-53,62,26
"27095","Midwest","West North Central",-25,-249,-281,-24,-121,-76,92,234,190,126
"27097","Midwest","West North Central",-12,-86,-206,-249,-132,-97,69,86,26,254
"27099","Midwest","West North Central",-19,6,-90,-142,-10,-80,-5,133,217,-246
"27101","Midwest","West North Central",-23,-50,-27,-55,-49,-38,-82,44,-73,-63
"27103","Midwest","West North Central",-16,-9,-127,-174,228,-18,34,163,50,-19
"27105","Midwest","West North Central",-29,-16,-48,-94,-260,-129,-95,-403,-138,-312
"27107","Midwest","West North Central",6,10,-180,15,-4,57,-57,82,-88,-95
"27109","Midwest","West North Central",-74,55,-66,773,6,120,800,376,699,960
"27111","Midwest","West North Central",-4,111,20,297,13,80,295,304,521,118
"27113","Midwest","West North Central",0,83,10,-22,-61,60,-82,-71,-43,-89
"27115","Midwest","West North Central",-10,-177,-487,-129,-25,0,-127,334,315,140
"27117","Midwest","West North Central",-12,-89,-138,-102,12,-45,-37,-93,-45,-20
"27119","Midwest","West North Central",19,-126,-73,54,-205,-65,96,-127,-344,-123
"27121","Midwest","West North Central",-21,-41,-27,-13,50,13,46,11,95,156
"27123","Midwest","West North Central",-197,2900,1538,2415,1703,332,1196,-110,818,-1890
"27125","Midwest","West North Central",-17,5,-47,-37,-47,11,-55,12,-36,49
"27127","Midwest","West North Central",-4,-50,-203,-103,-179,-92,-206,19,-4,-114
"27129","Midwest","West North Central",-53,-236,-143,-209,-126,-113,-176,70,-78,-82
"27131","Midwest","West North Central",32,-99,-277,-10,103,131,229,125,127,156
"27133","Midwest","West North Central",-13,-27,-109,-49,-48,66,-44,68,-47,-96
"27135","Midwest","West North Central",-95,-92,-45,-87,108,-103,-113,-288,-198,-38
"27137","Midwest","West North Central",-79,340,32,124,221,-323,-201,-27,82,-398
"27139","Midwest","West North Central",190,705,1143,780,639,991,827,1088,554,737
"27141","Midwest","West North Central",53,-204,-522,-71,157,-180,1148,579,814,602
"27143","Midwest","West North Central",-3,-117,-125,-47,-174,-44,-61,59,79,-168
"27145","Midwest","West North Central",-146,-423,-342,-306,355,1076,212,129,349,429
"27147","Midwest","West North Central",-120,-154,-407,-126,-71,-65,-80,31,-128,-172
"27149","Midwest","West North Central",-12,-8,-26,-12,63,-9,-100,-128,-14,1
"27151","Midwest","West North Central",-14,-74,-53,-79,-76,-97,73,-54,-58,-70
"27153","Midwest","West North Central",-41,-112,-389,-295,-213,-101,-28,-3,-79,-22
"27155","Midwest","West North Central",-12,-10,-61,18,-1,14,-32,-6,0,-33
"27157","Midwest","West North Central",-26,-132,-122,-15,-143,-92,5,91,4,-68
"27159","Midwest","West North Central",-10,-150,-45,72,-41,88,-74,106,111,-48
"27161","Midwest","West North Central",-23,-28,-48,-181,-169,-40,-172,-112,-85,-107
"27163","Midwest","West North Central",400,924,932,840,1164,562,871,1935,2345,2544
"27165","Midwest","West North Central",-4,-63,-96,-73,-81,-10,-61,-108,26,-160
"27167","Midwest","West North Central",0,-2,17,-69,-23,-103,-24,-16,-69,-28
"27169","Midwest","West North Central",-81,-115,-81,-126,-369,-257,-20,-175,-11,-267
"27171","Midwest","West North Central",87,-40,-153,-164,587,176,384,948,1195,1173
"27173","Midwest","West North Central",-6,-119,-129,-69,-95,-143,39,-40,-56,-102
"28001","South","East South Central",230,-130,-241,58,-10,-528,13,-66,-345,-263
"28003","South","East South Central",20,169,-56,104,8,46,5,-29,-317,190
"28005","South","East South Central",-18,-5,-217,-56,-251,-7,-68,52,-94,-9
"28007","South","East South Central",-31,-113,-228,-32,-240,-105,-56,-55,-130,-141
"28009","South","East South Central",-17,17,-67,-147,-188,-130,103,28,-22,20
"28011","South","East South Central",-102,-488,50,-153,-206,-683,-733,-835,-643,-496
"28013","South","East South Central",-17,-52,-55,-112,-2,-36,-72,-37,-88,-68
"28015","South","East South Central",-3,-170,-1,-63,-65,-1,9,-60,-177,44
"28017","South","East South Central",-13,0,-84,-196,-26,-95,-207,-107,-109,-26
"28019","South","East South Central",3,-132,-30,22,-61,-21,-51,-19,30,-27
"28021","South","East South Central",-46,168,-465,-226,3,42,-60,-150,24,-97
"28023","South","East South Central",-26,-9,-163,-91,-113,-223,-80,-60,-215,-40
"28025","South","East South Central",-59,-123,-97,-41,-156,-129,-143,-191,-241,-66
"28027","South","East South Central",-64,-404,-388,-566,-473,-463,-776,-747,-645,-555
"28029","South","East South Central",-59,-261,-301,-130,-11,-119,-253,-118,-128,-363
"28031","South","East South Central",19,-106,-63,-226,-56,93,-51,-127,-205,-196
"28033","South","East South Central",241,1372,1444,1103,1615,1671,1625,2567,2260,2323
"28035","South","East South Central",-52,381,303,-185,-1117,-585,-317,-632,-420,-250
"28037","South","East South Central",6,-128,-60,-22,-55,-11,-5,40,3,-40
"28039","South","East South Central",63,70,-70,202,-22,-12,153,243,75,292
"28041","South","East South Central",-24,-65,9,-60,57,-798,36,-15,444,-431
