"fips","region","division","internationalmig2010","internationalmig2011","internationalmig2012","internationalmig2013","internationalmig2014","internationalmig2015","internationalmig2016","internationalmig2017","internationalmig2018","internationalmig2019"
"13153","South","South Atlantic",73,136,438,378,258,414,407,229,171,141
"13155","South","South Atlantic",0,0,1,2,-1,-1,-1,-1,-1,-1
"13157","South","South Atlantic",2,16,-3,-8,26,39,60,31,24,26
"13159","South","South Atlantic",1,2,3,6,-1,3,2,-1,-1,-1
"13161","South","South Atlantic",-2,-8,-1,-3,-3,8,18,9,9,9
"13163","South","South Atlantic",-2,-4,0,5,5,10,12,6,4,5
"13165","South","South Atlantic",-1,-8,-6,-7,-5,27,24,14,9,9
"13167","South","South Atlantic",0,0,0,-1,-2,-3,-2,-2,-2,-2
"13169","South","South Atlantic",0,8,9,0,-1,-1,0,0,0,0
"13171","South","South Atlantic",1,5,10,32,28,27,42,29,25,25
"13173","South","South Atlantic",2,5,31,11,7,8,-1,-4,-7,-4
"13175","South","South Atlantic",1,4,9,2,5,9,18,10,2,2
"13177","South","South Atlantic",3,0,20,25,19,16,20,11,7,3
"13179","South","South Atlantic",79,81,827,333,306,425,227,76,13,-45
"13181","South","South Atlantic",0,0,7,6,5,3,2,2,2,2
"13183","South","South Atlantic",6,4,73,57,23,50,39,4,-16,1
"13185","South","South Atlantic",52,83,349,254,180,280,310,148,67,112
"13187","South","South Atlantic",7,10,8,2,3,-5,1,-8,-13,-13
"13189","South","South Atlantic",0,-4,-10,-12,-9,-10,-9,-11,-11,-11
"13191","South","South Atlantic",0,-1,0,0,0,-1,-1,-1,-1,-1
"13193","South","South Atlantic",7,21,19,4,4,7,7,4,3,4
"13195","South","South Atlantic",2,12,18,30,16,30,44,26,17,19
"13197","South","South Atlantic",4,21,21,-1,-4,2,2,-2,-3,-3
"13199","South","South Atlantic",1,2,1,0,1,2,1,0,0,0
"13201","South","South Atlantic",1,1,4,0,0,0,0,0,0,0
"13205","South","South Atlantic",0,-9,-1,2,6,26,28,13,8,8
"13207","South","South Atlantic",0,3,1,-7,3,-7,-2,-6,-8,-8
"13209","South","South Atlantic",0,-1,5,11,4,4,4,4,2,3
"13211","South","South Atlantic",-1,-3,-3,-1,-1,-1,1,1,0,1
"13213","South","South Atlantic",0,-2,0,11,3,68,61,27,21,21
"13215","South","South Atlantic",148,225,1204,705,512,776,641,317,188,204
"13217","South","South Atlantic",1,15,50,54,49,70,96,58,55,37
"13219","South","South Atlantic",6,22,13,8,7,10,79,76,116,4
"13221","South","South Atlantic",1,7,19,5,2,5,6,4,3,3
"13223","South","South Atlantic",18,28,93,79,45,56,88,50,50,5
"13225","South","South Atlantic",0,6,29,25,18,34,34,15,11,11
"13227","South","South Atlantic",3,15,13,12,-2,1,4,2,2,2
"13229","South","South Atlantic",1,2,10,-2,-5,-9,-7,-9,-8,-8
"13231","South","South Atlantic",0,0,1,2,0,3,2,1,0,0
"13233","South","South Atlantic",15,41,48,59,17,-6,5,-5,-5,-5
"13235","South","South Atlantic",0,-1,-3,-3,-3,-2,-2,-2,-2,-2
"13237","South","South Atlantic",-2,-2,1,0,5,8,17,8,3,3
"13239","South","South Atlantic",0,-2,-1,-1,0,0,0,0,0,0
"13241","South","South Atlantic",-1,3,8,10,7,10,6,3,-1,0
"13243","South","South Atlantic",0,1,-1,0,-1,-1,-1,-1,-1,-1
"13245","South","South Atlantic",133,150,647,424,262,426,336,149,64,82
"13247","South","South Atlantic",11,16,63,112,23,78,113,63,53,38
"13249","South","South Atlantic",0,-1,0,0,0,15,19,14,12,12
"13251","South","South Atlantic",0,3,3,3,2,3,3,3,2,3
"13253","South","South Atlantic",0,0,0,0,0,0,-1,-1,-1,-1
"13255","South","South Atlantic",8,22,29,14,7,9,16,5,2,3
"13257","South","South Atlantic",4,6,-12,1,-4,-1,9,0,0,0
"13259","South","South Atlantic",2,18,41,95,111,187,263,190,170,170
"13261","South","South Atlantic",0,2,9,5,5,27,55,33,26,27
"13263","South","South Atlantic",0,-1,0,0,0,0,0,0,0,0
"13265","South","South Atlantic",0,0,0,3,0,1,1,1,1,1
"13267","South","South Atlantic",2,7,12,6,-1,44,84,70,84,32
"13269","South","South Atlantic",0,-2,-1,1,0,0,0,0,0,0
"13271","South","South Atlantic",5,3,39,40,15,67,92,64,50,50
"13273","South","South Atlantic",0,1,0,0,0,0,0,0,0,0
"13275","South","South Atlantic",4,5,8,17,36,25,38,22,17,18
"13277","South","South Atlantic",-3,-5,2,4,-1,12,21,0,-5,-4
"13279","South","South Atlantic",5,-7,-5,7,-9,-8,-4,-9,-7,-17
"13281","South","South Atlantic",0,-2,3,2,2,6,9,6,4,4
"13283","South","South Atlantic",0,0,3,5,7,9,12,7,6,6
"13285","South","South Atlantic",6,7,21,68,78,116,177,115,94,94
"13287","South","South Atlantic",0,-1,-5,-5,-4,-1,0,0,0,0
"13289","South","South Atlantic",0,4,2,1,12,17,25,19,13,14
"13291","South","South Atlantic",1,3,2,5,8,-9,-5,-5,-6,-6
"13293","South","South Atlantic",3,-2,-3,-6,-2,1,1,-2,-4,-4
"13295","South","South Atlantic",1,-17,-15,-26,-1,25,53,26,18,18
"13297","South","South Atlantic",1,-15,28,52,41,29,23,3,-2,-9
"13299","South","South Atlantic",2,1,15,25,2,-5,1,-6,-6,-6
"13301","South","South Atlantic",0,-1,0,1,1,2,2,1,1,1
"13303","South","South Atlantic",0,0,-1,0,0,2,4,1,1,1
"13305","South","South Atlantic",-2,-5,-1,13,11,30,34,13,8,8
"13307","South","South Atlantic",0,1,-3,0,0,1,1,0,0,0
"13309","South","South Atlantic",0,0,0,-1,0,0,0,0,0,0
"13311","South","South Atlantic",1,2,23,23,16,21,16,15,20,2
"13313","South","South Atlantic",-45,-82,5,-1,-26,147,239,87,50,41
"13315","South","South Atlantic",0,1,2,1,0,1,3,1,1,1
"13317","South","South Atlantic",0,0,0,11,11,30,28,10,6,6
"13319","South","South Atlantic",0,-2,0,-2,0,0,0,0,0,0
"13321","South","South Atlantic",1,-9,-5,0,1,2,5,3,0,0
"15001","West","Pacific",168,638,709,451,224,466,841,393,425,427
"15003","West","Pacific",1562,5489,8122,4498,3129,5829,7126,3467,3153,3736
"15005","West","Pacific",0,0,0,0,0,0,0,0,0,0
"15007","West","Pacific",87,415,435,241,128,272,447,247,261,269
"15009","West","Pacific",158,687,850,491,373,700,1184,540,573,582
"16001","West","Mountain",60,822,514,651,755,1227,1178,624,26,26
"16003","West","Mountain",0,0,0,0,1,1,1,1,1,1
"16005","West","Mountain",6,88,97,164,196,393,367,231,62,66
"16007","West","Mountain",0,0,1,3,0,1,4,1,2,2
"16009","West","Mountain",0,2,1,2,1,7,2,1,1,1
"16011","West","Mountain",-3,-39,-24,9,23,55,65,30,7,8
"16013","West","Mountain",5,47,41,59,33,97,233,121,117,119
"16015","West","Mountain",0,9,1,3,0,2,8,4,1,1
"16017","West","Mountain",0,9,-2,-10,-7,25,26,6,-13,-13
"16019","West","Mountain",-1,30,-26,18,20,89,91,12,-35,-33
"16021","West","Mountain",1,5,10,10,3,22,27,15,1,2
"16023","West","Mountain",0,-1,-3,-2,1,2,2,1,0,0
"16025","West","Mountain",0,-1,-2,-1,0,0,0,0,0,0
"16027","West","Mountain",-17,14,40,22,-64,71,165,-3,-90,-96
"16029","West","Mountain",0,6,13,14,4,5,10,6,7,7
"16031","West","Mountain",1,-1,46,30,-1,37,27,3,3,3
"16033","West","Mountain",1,6,17,6,2,2,2,1,2,2
"16035","West","Mountain",0,3,2,1,2,6,4,3,0,0
"16037","West","Mountain",0,2,2,1,0,1,1,1,0,0
"16039","West","Mountain",47,55,252,153,133,218,157,70,6,40
"16041","West","Mountain",0,-5,-2,-5,-16,-14,-13,-14,-15,-14
"16043","West","Mountain",1,-1,13,3,2,14,16,4,4,5
"16045","West","Mountain",3,20,10,3,2,19,14,8,-1,-1
"16047","West","Mountain",2,32,42,21,-9,-4,11,-3,0,0
"16049","West","Mountain",-1,-3,-2,1,3,9,4,3,1,1
"16051","West","Mountain",0,2,8,8,3,10,24,4,-1,-1
"16053","West","Mountain",6,27,84,128,12,60,171,84,93,93
"16055","West","Mountain",-16,-12,-32,-55,-69,-47,-79,-99,-118,-118
"16057","West","Mountain",0,101,56,131,125,266,279,174,49,52
"16059","West","Mountain",0,2,-1,1,-1,-6,-4,-4,-4,-4
"16061","West","Mountain",0,-1,-2,0,5,11,12,8,3,3
"16063","West","Mountain",-1,-1,19,28,6,15,39,23,22,23
"16065","West","Mountain",-12,32,-23,-8,1,108,115,52,-13,-12
"16067","West","Mountain",2,41,80,80,1,1,27,-6,2,3
"16069","West","Mountain",0,25,8,13,15,9,-4,-12,-20,-20
"16071","West","Mountain",0,6,10,5,4,3,0,-2,-3,-3
"16073","West","Mountain",1,3,4,27,-3,7,6,-6,-5,-5
"16075","West","Mountain",-4,-15,-10,-22,-27,-26,-28,-35,-34,-34
"16077","West","Mountain",-2,6,36,38,15,8,6,-4,-1,-1
"16079","West","Mountain",0,4,3,0,10,19,21,15,6,6
"16081","West","Mountain",1,6,46,31,6,26,53,31,14,15
"16083","West","Mountain",34,225,207,234,147,265,347,190,67,65
"16085","West","Mountain",0,-4,-5,-9,-7,-8,-10,-13,-14,-14
"16087","West","Mountain",0,-5,-5,-4,-5,-8,-8,-8,-8,-8
"17001","Midwest","East North Central",5,12,13,29,46,27,23,27,18,18
"17003","Midwest","East North Central",1,0,0,1,0,0,0,0,0,0
"17005","Midwest","East North Central",3,19,10,9,8,8,5,6,4,4
"17007","Midwest","East North Central",-7,-27,-58,-30,-2,19,11,14,2,2
"17009","Midwest","East North Central",0,2,4,3,-1,5,6,6,5,5
"17011","Midwest","East North Central",2,13,14,15,23,23,17,21,17,18
"17013","Midwest","East North Central",0,2,2,3,0,1,1,1,1,1
"17015","Midwest","East North Central",0,8,10,4,1,2,2,2,2,2
"17017","Midwest","East North Central",7,33,41,39,45,45,49,55,54,44
"17019","Midwest","East North Central",380,2071,1809,1927,1856,2064,1804,2127,1633,1608
"17021","Midwest","East North Central",3,18,13,-1,-2,1,0,1,-1,-1
"17023","Midwest","East North Central",0,-1,-6,-3,0,-2,-2,-3,-3,-3
"17025","Midwest","East North Central",3,17,1,-2,-1,0,1,1,1,1
"17027","Midwest","East North Central",1,2,-1,-1,5,5,1,2,-2,-2
"17029","Midwest","East North Central",7,29,26,55,75,93,61,73,50,51
"17031","Midwest","East North Central",2808,19034,15720,16626,17140,17721,14599,17877,12490,11637
"17033","Midwest","East North Central",1,9,5,5,4,-3,0,1,1,-2
"17035","Midwest","East North Central",4,14,15,9,2,2,1,1,0,0
"17037","Midwest","East North Central",42,149,218,216,189,243,226,270,197,198
"17039","Midwest","East North Central",0,-1,0,1,2,1,0,0,0,0
"17041","Midwest","East North Central",7,28,21,6,-2,1,1,0,-3,-3
"17043","Midwest","East North Central",419,3073,2711,2547,2862,3111,2491,3063,2114,2050
"17045","Midwest","East North Central",0,-5,-2,-3,1,4,5,7,5,5
"17047","Midwest","East North Central",0,1,1,0,0,0,0,0,0,0
"17049","Midwest","East North Central",-1,12,5,20,23,11,11,12,11,6
"17051","Midwest","East North Central",5,24,18,-1,3,0,-2,-2,-2,-2
"17053","Midwest","East North Central",2,1,1,0,1,1,2,2,2,2
"17055","Midwest","East North Central",0,12,13,21,7,-2,-2,-2,-2,-2
"17057","Midwest","East North Central",1,-2,-2,0,9,17,13,12,13,5
"17059","Midwest","East North Central",0,0,0,0,0,0,0,0,0,0
"17061","Midwest","East North Central",1,7,6,0,1,2,1,1,1,1
"17063","Midwest","East North Central",-2,-1,-8,-4,3,6,12,15,8,8
"17065","Midwest","East North Central",0,0,1,0,1,0,0,0,-1,0
"17067","Midwest","East North Central",0,2,3,6,3,4,3,3,1,2
"17069","Midwest","East North Central",0,0,0,0,0,0,0,0,0,0
"17071","Midwest","East North Central",0,-6,-2,2,0,2,2,1,1,1
"17073","Midwest","East North Central",-3,2,-3,11,10,5,-1,1,0,-1
"17075","Midwest","East North Central",3,11,12,15,7,3,0,0,-2,-2
"17077","Midwest","East North Central",54,242,259,248,216,197,198,236,181,184
"17079","Midwest","East North Central",0,2,8,8,11,8,12,15,12,12
"17081","Midwest","East North Central",10,33,32,52,30,23,21,27,25,14
"17083","Midwest","East North Central",2,16,22,25,19,26,21,25,20,20
"17085","Midwest","East North Central",4,17,7,10,8,-8,-9,-9,-9,-9
"17087","Midwest","East North Central",0,0,0,-1,0,0,0,0,-1,0
"17089","Midwest","East North Central",51,500,174,242,567,501,184,207,21,-81
"17091","Midwest","East North Central",12,107,75,53,62,66,45,49,32,29
"17093","Midwest","East North Central",12,109,100,102,171,131,121,142,106,107
"17095","Midwest","East North Central",17,67,52,85,105,95,81,98,77,77
"17097","Midwest","East North Central",290,1221,2023,1627,1684,2134,1400,1491,688,817
"17099","Midwest","East North Central",10,62,40,43,45,40,42,44,29,29
"17101","Midwest","East North Central",0,-2,1,-2,-1,6,3,6,4,4
"17103","Midwest","East North Central",0,2,4,1,6,7,8,8,7,7
"17105","Midwest","East North Central",3,21,28,12,36,39,34,39,32,32
"17107","Midwest","East North Central",1,16,17,7,12,13,14,20,13,13
"17109","Midwest","East North Central",13,27,46,87,82,91,85,100,77,77
"17111","Midwest","East North Central",27,230,137,201,159,107,67,86,20,7
"17113","Midwest","East North Central",114,617,614,655,734,754,632,764,568,567
"17115","Midwest","East North Central",21,60,65,58,62,44,35,50,34,34
"17117","Midwest","East North Central",2,7,4,7,1,1,3,3,3,3
"17119","Midwest","East North Central",31,123,143,86,54,46,19,29,4,1
"17121","Midwest","East North Central",0,2,9,8,26,22,16,15,10,10
"17123","Midwest","East North Central",2,0,-2,3,2,1,1,1,1,1
"17125","Midwest","East North Central",1,0,2,0,0,0,0,0,0,0
"17127","Midwest","East North Central",0,0,4,2,1,-4,-3,-3,-3,-3
"17129","Midwest","East North Central",0,-4,-4,-4,-4,-4,-4,-4,-4,-4
"17131","Midwest","East North Central",0,4,3,3,2,2,1,1,0,0
"17133","Midwest","East North Central",-1,-6,-7,-6,2,1,0,5,0,0
"17135","Midwest","East North Central",0,3,-4,-1,1,-1,0,0,0,0
"17137","Midwest","East North Central",3,28,29,32,33,43,43,53,44,44
"17139","Midwest","East North Central",0,2,1,0,3,3,3,3,3,3
"17141","Midwest","East North Central",2,6,7,7,28,30,16,16,5,5
"17143","Midwest","East North Central",78,390,427,417,314,335,298,351,258,258
"17145","Midwest","East North Central",3,23,17,17,3,4,4,5,4,4
"17147","Midwest","East North Central",1,3,3,2,2,-1,-1,-1,-1,-1
"17149","Midwest","East North Central",0,-1,0,0,-1,-1,-1,-1,-1,-1
"17151","Midwest","East North Central",0,2,3,1,-1,-1,0,0,0,0
"17153","Midwest","East North Central",0,2,2,3,3,2,2,2,2,2
"17155","Midwest","East North Central",1,1,2,2,2,0,0,0,0,0
"17157","Midwest","East North Central",0,8,6,-1,5,9,8,11,8,8
"17159","Midwest","East North Central",0,4,3,-1,6,5,1,3,1,1
"17161","Midwest","East North Central",59,336,398,466,474,376,341,409,312,298
"17163","Midwest","East North Central",73,67,325,154,186,270,137,122,6,61
"17165","Midwest","East North Central",2,7,6,3,2,0,-2,-2,-2,-2
"17167","Midwest","East North Central",28,231,248,261,261,271,232,278,201,203
"17169","Midwest","East North Central",3,-1,0,13,4,6,6,7,6,6
"17171","Midwest","East North Central",0,0,0,0,1,0,6,7,6,6
"17173","Midwest","East North Central",1,8,5,5,2,0,0,0,0,0
"17175","Midwest","East North Central",0,1,0,0,0,2,2,2,2,2
"17177","Midwest","East North Central",2,7,9,30,28,20,26,30,23,24
"17179","Midwest","East North Central",3,22,20,40,47,74,76,88,74,67
"17181","Midwest","East North Central",0,6,7,3,7,2,1,0,-1,0
"17183","Midwest","East North Central",6,21,15,18,29,31,24,33,18,19
"17185","Midwest","East North Central",0,19,23,29,32,33,33,39,34,34
"17187","Midwest","East North Central",3,28,49,45,49,47,42,42,36,37
"17189","Midwest","East North Central",0,-1,0,1,3,2,4,4,5,0
"17191","Midwest","East North Central",1,3,2,11,9,4,3,4,3,3
"17193","Midwest","East North Central",0,5,2,4,2,8,4,7,1,2
"17195","Midwest","East North Central",4,16,2,1,0,0,-3,-6,-9,-7
"17197","Midwest","East North Central",151,933,687,457,444,505,350,461,223,171
"17199","Midwest","East North Central",6,37,47,66,61,46,45,46,37,28
"17201","Midwest","East North Central",66,345,374,338,373,431,434,503,394,329
"17203","Midwest","East North Central",4,10,18,11,12,9,7,8,6,6
"18001","Midwest","East North Central",1,9,8,8,3,-3,6,1,8,8
"18003","Midwest","East North Central",186,778,770,604,531,395,677,442,757,747
"18005","Midwest","East North Central",69,258,315,298,413,410,578,383,621,629
"18007","Midwest","East North Central",0,0,5,1,2,1,1,1,1,1
"18009","Midwest","East North Central",1,6,9,-1,3,7,9,7,10,10
"18011","Midwest","East North Central",18,46,52,39,42,24,67,44,81,72
"18013","Midwest","East North Central",1,-3,-5,-1,-2,-3,-3,-3,-3,-3
"18015","Midwest","East North Central",1,-3,7,3,6,3,13,10,16,16
"18017","Midwest","East North Central",24,62,107,99,80,32,97,81,123,112
"18019","Midwest","East North Central",25,73,94,49,34,-14,47,26,69,64
"18021","Midwest","East North Central",2,-1,-1,-1,-1,-2,1,1,1,1
"18023","Midwest","East North Central",10,22,32,9,-4,0,17,11,28,20
"18025","Midwest","East North Central",0,0,0,0,0,0,3,3,5,0
"18027","Midwest","East North Central",7,28,14,13,0,6,22,19,30,21
"18029","Midwest","East North Central",3,-13,-9,-14,-20,-11,-11,-13,-8,-15
"18031","Midwest","East North Central",10,37,25,36,8,11,17,9,17,17
"18033","Midwest","East North Central",4,10,0,-3,-11,-7,-8,-9,-9,-9
"18035","Midwest","East North Central",33,144,169,144,161,106,172,120,193,180
"18037","Midwest","East North Central",14,40,41,40,56,40,90,63,101,101
