"fips","region","division","domesticmig2010","domesticmig2011","domesticmig2012","domesticmig2013","domesticmig2014","domesticmig2015","domesticmig2016","domesticmig2017","domesticmig2018","domesticmig2019"
"47125","South","East South Central",185,1103,4193,-3663,2002,421,-409,3094,3582,1576
"47127","South","East South Central",-1,55,-58,4,14,-9,30,106,53,6
"47129","South","East South Central",12,11,-63,-209,78,-196,280,-130,24,-102
"47131","South","East South Central",6,-112,-314,-244,-127,-234,-5,-128,-83,-121
"47133","South","East South Central",25,87,17,-91,27,171,-24,104,176,254
"47135","South","East South Central",18,-66,-8,34,-54,59,57,91,93,21
"47137","South","East South Central",0,68,-42,28,73,89,-33,2,43,29
"47139","South","East South Central",9,34,-65,106,79,129,76,40,226,-19
"47141","South","East South Central",109,76,183,133,421,-97,714,1041,1079,1305
"47143","South","East South Central",22,173,240,107,75,-227,115,190,228,263
"47145","South","East South Central",-38,-2,-200,-217,-28,209,444,377,530,390
"47147","South","East South Central",0,118,-300,301,285,374,456,677,612,383
"47149","South","East South Central",454,2859,2759,4107,4832,6503,6572,6511,5525,5039
"47151","South","East South Central",-3,-79,58,-116,-89,-62,-10,87,83,72
"47153","South","East South Central",-12,143,65,191,125,11,127,11,120,138
"47155","South","East South Central",166,948,842,830,998,644,845,742,445,230
"47157","South","East South Central",-929,-2952,-1596,-8194,-8050,-7623,-7579,-7208,-5164,-5190
"47159","South","East South Central",-11,94,-18,-69,-54,202,180,145,254,190
"47161","South","East South Central",29,-112,82,-3,-32,32,20,239,217,142
"47163","South","East South Central",57,533,-44,363,684,359,582,1288,1296,1220
"47165","South","East South Central",392,1811,1535,2155,2692,2258,3344,3856,3081,3175
"47167","South","East South Central",-5,-20,-83,-211,-221,-199,-436,52,204,-30
"47169","South","East South Central",-1,-52,-20,22,169,49,1880,883,175,234
"47171","South","East South Central",-17,91,24,-53,-15,-1,27,190,123,157
"47173","South","East South Central",-20,65,-107,-55,25,161,74,198,295,291
"47175","South","East South Central",3,-13,104,-79,138,12,41,35,24,95
"47177","South","East South Central",8,36,-167,55,59,264,174,242,124,413
"47179","South","East South Central",256,417,866,435,254,332,1051,423,1085,678
"47181","South","East South Central",-5,69,-24,15,-2,-10,46,-17,54,110
"47183","South","East South Central",-19,-162,-311,-344,-217,-142,-263,-240,106,-68
"47185","South","East South Central",15,271,47,201,146,118,201,359,406,330
"47187","South","East South Central",486,3008,3294,4410,4752,4616,5834,5619,4332,4835
"47189","South","East South Central",402,1558,1798,2328,2675,2839,3403,3537,3595,3070
"48001","South","West South Central",-3,-39,-279,-86,-51,-215,-105,668,-12,-104
"48003","South","West South Central",10,398,536,429,412,376,-514,-371,332,583
"48005","South","West South Central",39,-6,-186,-507,-139,-94,-492,-372,-889,-173
"48007","South","West South Central",41,108,315,526,690,361,464,320,-1799,247
"48009","South","West South Central",47,-286,-26,-2,56,-101,35,21,0,-72
"48011","South","West South Central",-2,39,19,-8,-15,-4,-34,28,5,10
"48013","South","West South Central",9,270,704,298,434,291,42,71,946,551
"48015","South","West South Central",-21,90,-173,43,187,389,74,36,170,13
"48017","South","West South Central",-8,-87,-159,-81,-243,146,-147,-233,-145,-123
"48019","South","West South Central",62,9,45,7,327,374,608,657,541,370
"48021","South","West South Central",148,354,-565,819,1497,1968,2073,1598,1677,1809
"48023","South","West South Central",2,6,-75,18,-9,64,47,-52,44,-49
"48025","South","West South Central",11,345,9,142,-73,-380,62,-321,-165,18
"48027","South","West South Central",1015,-2244,2664,-4010,-2613,-59,-244,1705,3617,3745
"48029","South","West South Central",3590,13832,12738,13537,15455,15492,12247,10806,8393,7493
"48031","South","West South Central",26,72,41,47,156,224,287,196,215,333
"48033","South","West South Central",4,-14,-15,28,13,-9,0,8,-22,6
"48035","South","West South Central",56,74,-75,-231,-65,197,195,348,398,120
"48037","South","West South Central",46,-99,-119,123,-432,-459,75,-212,187,-531
"48039","South","West South Central",517,1683,2101,2793,4433,4399,4870,5911,4496,3025
"48041","South","West South Central",81,-1130,-189,871,1362,3771,176,1018,-734,931
"48043","South","West South Central",40,40,-125,-36,-179,-51,48,123,-88,-87
"48045","South","West South Central",-2,26,-87,-9,1,-32,-20,37,-6,29
"48047","South","West South Central",-34,-77,-111,-14,-101,-111,-83,-139,-112,-72
"48049","South","West South Central",25,-53,-169,-70,-111,252,357,-147,83,91
"48051","South","West South Central",17,67,78,-170,102,186,222,171,285,87
"48053","South","West South Central",47,396,87,191,362,838,1034,804,808,854
"48055","South","West South Central",-6,135,61,333,341,482,477,969,568,297
"48057","South","West South Central",-77,-59,113,48,-77,-73,-91,-329,-314,-267
"48059","South","West South Central",-3,34,-7,51,36,92,231,183,43,-21
"48061","South","West South Central",137,-644,-2970,-3872,-3782,-4861,-3257,-3364,-3590,-2407
"48063","South","West South Central",-11,-50,2,-110,72,-60,14,-4,80,45
"48065","South","West South Central",-20,78,-133,-92,34,-23,86,-85,16,-68
"48067","South","West South Central",34,-127,-225,231,-84,20,-14,-1,248,18
"48069","South","West South Central",25,-166,26,-237,-314,-226,-119,-134,-198,-129
"48071","South","West South Central",285,-9,590,563,636,462,814,756,651,1290
"48073","South","West South Central",-14,-91,-43,-364,-214,98,62,55,120,94
"48075","South","West South Central",16,-79,76,-39,132,-20,31,64,23,-30
"48077","South","West South Central",-15,-62,-110,-70,-37,13,-92,266,-7,63
"48079","South","West South Central",8,-104,-76,-49,-90,7,-84,-102,-63,-23
"48081","South","West South Central",6,-27,-39,7,52,25,47,49,76,45
"48083","South","West South Central",8,-116,-36,-139,-46,-36,129,51,11,-160
"48085","South","West South Central",3481,14798,11957,10122,15381,16813,15548,15446,21875,19952
"48087","South","West South Central",-3,21,-81,66,-87,2,3,-48,-24,-14
"48089","South","West South Central",10,-129,-69,-4,-76,176,37,131,-64,116
"48091","South","West South Central",590,2468,2349,3290,3960,4835,4921,5964,7091,7600
"48093","South","West South Central",-2,-130,-166,-155,-23,-74,138,28,22,131
"48095","South","West South Central",10,-5,-91,34,-59,-57,35,-1482,-50,22
"48097","South","West South Central",-35,-178,144,-440,142,194,-38,416,402,616
"48099","South","West South Central",-116,175,468,-2789,-1644,-1084,-2103,-642,-415,769
"48101","South","West South Central",-1,1,-18,-18,-3,21,-22,-12,7,16
"48103","South","West South Central",-6,-46,121,158,121,59,-274,-139,29,0
"48105","South","West South Central",-16,-64,22,33,-10,-84,-114,-113,-91,14
"48107","South","West South Central",-10,-3,-18,-121,-112,75,-21,-46,-98,-27
"48109","South","West South Central",-1,-29,-98,-22,-34,-52,-43,-3,-52,-36
"48111","South","West South Central",16,19,67,-73,-24,-88,-170,-223,-158,-194
"48113","South","West South Central",-2703,983,12017,-5153,-2527,-1581,-5667,-8329,-22391,-24389
"48115","South","West South Central",10,-146,-219,-475,168,-541,-67,-329,-220,60
"48117","South","West South Central",1,-226,-382,-434,-235,-512,-193,-241,-259,-325
"48119","South","West South Central",19,-72,109,-97,37,15,-5,142,56,-5
"48121","South","West South Central",2158,10471,13453,12032,15019,16626,19102,18128,15448,21053
"48123","South","West South Central",-6,184,124,17,102,71,3,-408,-52,59
"48125","South","West South Central",6,-47,-69,-28,-72,0,-7,1,34,-4
"48127","South","West South Central",21,-5,240,294,-13,-141,-300,-455,-117,-108
"48129","South","West South Central",8,-31,-25,-61,-68,-73,9,-33,-19,-34
"48131","South","West South Central",-55,13,-290,-27,-119,-231,64,-185,-149,-8
"48133","South","West South Central",11,24,-97,-124,8,-63,139,94,60,99
"48135","South","West South Central",-411,1388,3139,3233,2644,2886,-4258,-2786,3106,2324
"48137","South","West South Central",-9,-30,2,-94,-6,17,5,23,-17,21
"48139","South","West South Central",452,950,495,1319,2143,2941,3905,4096,4619,4841
"48141","South","West South Central",484,5244,-301,-12765,-8481,-13213,-7498,-5946,-6918,-3818
"48143","South","West South Central",-26,843,273,240,404,484,61,223,377,336
"48145","South","West South Central",1,-50,-291,-383,-65,-6,28,42,-117,50
"48147","South","West South Central",4,-2,-177,-42,112,-21,461,672,686,405
"48149","South","West South Central",-9,233,-31,147,124,211,114,196,246,118
"48151","South","West South Central",-13,-7,-85,40,17,20,-5,2,-68,14
"48153","South","West South Central",-32,-71,-43,-157,-308,-103,-6,-47,-72,-91
"48155","South","West South Central",7,18,-55,-15,11,-39,-15,12,-2,-31
"48157","South","West South Central",3335,7324,9558,17010,19844,17947,15891,10867,10051,13487
"48159","South","West South Central",2,-63,83,-11,-40,57,70,118,-2,-32
"48161","South","West South Central",-5,-226,-102,83,104,52,-113,-62,129,-79
"48163","South","West South Central",-7,53,244,188,230,2,-187,-97,-15,-235
"48165","South","West South Central",5,66,111,163,144,441,-218,-317,-167,295
"48167","South","West South Central",647,941,3168,3471,4543,5489,5624,3859,1813,2949
"48169","South","West South Central",0,59,-189,-73,-13,-90,-278,212,-303,-70
"48171","South","West South Central",64,235,183,243,169,462,347,349,358,397
"48173","South","West South Central",2,0,18,-16,33,34,-41,-23,11,2
"48175","South","West South Central",19,-9,143,108,92,19,9,48,44,61
"48177","South","West South Central",0,-116,69,125,135,19,185,-106,-34,7
"48179","South","West South Central",-113,124,161,-8,376,-279,-606,-649,-78,-170
"48181","South","West South Central",104,56,215,274,858,1669,2327,2533,2467,2193
"48183","South","West South Central",-61,-141,-523,-604,-893,-116,-1117,-958,98,356
"48185","South","West South Central",35,31,-25,62,138,275,114,381,283,518
"48187","South","West South Central",729,2304,2769,2352,2882,2925,3036,4339,2942,2866
"48189","South","West South Central",-5,-154,-439,-847,-1490,-583,-81,-283,-446,-354
"48191","South","West South Central",3,-50,-20,-70,-85,56,33,-34,-15,-57
"48193","South","West South Central",-15,-28,-111,9,-18,-30,196,194,116,4
"48195","South","West South Central",-17,-70,-92,-32,-45,16,-124,-144,-73,-135
"48197","South","West South Central",14,-20,-49,-39,-56,-73,51,-13,-40,6
"48199","South","West South Central",76,142,-78,47,67,106,377,756,-89,434
"48201","South","West South Central",-139,6220,15728,20567,22295,17692,-16690,-45399,-43779,-30449
"48203","South","West South Central",21,295,-465,-221,10,-138,-304,-351,24,-93
"48205","South","West South Central",-4,-70,26,-133,14,-405,14,-53,-153,-85
"48207","South","West South Central",-8,102,-66,21,-107,-4,-85,-52,-14,-52
"48209","South","West South Central",760,3692,3730,5941,6976,7691,7984,8419,6200,5751
"48211","South","West South Central",-20,111,91,26,-19,49,-204,-171,-108,-49
"48213","South","West South Central",129,178,186,-160,682,311,693,1075,1398,836
"48215","South","West South Central",1212,1326,-1542,-3447,-2422,-3970,-4135,-3646,-3452,-3038
"48217","South","West South Central",4,-12,-72,-318,-104,96,313,637,498,510
"48219","South","West South Central",-115,-48,-30,175,-17,-259,-356,-164,-109,-54
"48221","South","West South Central",70,223,570,671,934,1516,1376,1435,2352,1565
"48223","South","West South Central",47,-77,-30,-30,283,235,137,219,280,296
"48225","South","West South Central",1,-209,-188,-326,58,-13,178,237,61,-14
"48227","South","West South Central",-26,-112,370,548,194,348,-1154,-556,-57,568
"48229","South","West South Central",-14,-101,-105,-60,-119,130,613,279,113,18
"48231","South","West South Central",146,-37,-10,189,902,676,1933,1849,2225,1686
"48233","South","West South Central",-57,-254,-109,-151,-106,-138,-307,-287,-237,-226
"48235","South","West South Central",9,-4,-31,40,-40,-28,18,-60,4,17
"48237","South","West South Central",-27,-7,-56,-53,-59,-10,-100,40,3,102
"48239","South","West South Central",-17,-85,170,299,60,13,-26,-129,-29,-151
"48241","South","West South Central",82,331,-509,-249,-191,-123,134,119,264,-219
"48243","South","West South Central",-2,-52,6,-58,-7,-22,32,27,-19,32
"48245","South","West South Central",-245,-512,-3604,-140,-1940,285,-1228,-1356,-4231,-2823
"48247","South","West South Central",-6,-43,-65,-66,2,-88,-96,-101,-49,-11
"48249","South","West South Central",0,52,197,-235,-531,-310,-653,-511,-321,-424
"48251","South","West South Central",43,140,542,474,1569,1804,2664,3536,3429,4018
"48253","South","West South Central",36,74,-441,173,-188,156,34,-101,38,218
"48255","South","West South Central",30,75,-115,-131,51,361,-78,-103,4,-154
"48257","South","West South Central",382,664,672,1037,1870,2471,3066,4005,4902,7124
"48259","South","West South Central",193,776,997,1540,1161,1490,1889,1982,1549,1789
"48261","South","West South Central",4,9,3,-24,-14,-8,-15,-22,8,-48
"48263","South","West South Central",5,6,18,-38,-27,4,1,15,-29,39
"48265","South","West South Central",38,175,269,319,702,676,671,561,719,374
"48267","South","West South Central",-10,25,-55,-58,13,-62,40,-3,-34,16
"48269","South","West South Central",2,-34,11,2,-8,18,9,-3,-15,-8
"48271","South","West South Central",7,2,5,-31,-111,30,1,58,-46,-42
"48273","South","West South Central",-65,-311,-311,-472,-520,-766,-353,-708,-232,-241
"48275","South","West South Central",16,0,4,-2,68,-13,-51,-37,-18,-6
"48277","South","West South Central",23,-50,-287,-540,227,-52,33,-22,162,172
"48279","South","West South Central",29,-4,-254,-237,-218,-274,-122,-70,-107,-236
"48281","South","West South Central",40,92,51,35,-90,186,173,302,262,298
"48283","South","West South Central",8,46,86,217,-34,76,-98,-108,-110,-45
"48285","South","West South Central",-3,38,243,108,208,160,-4,153,102,47
"48287","South","West South Central",-13,-63,-87,-13,67,189,99,135,-42,108
"48289","South","West South Central",-33,102,-113,-90,118,300,160,43,21,155
"48291","South","West South Central",126,-218,-49,137,782,1137,1452,1989,1915,2050
"48293","South","West South Central",34,52,-17,-291,5,-138,-32,-116,-69,114
"48295","South","West South Central",-24,5,102,22,39,-20,-93,-160,-41,-119
"48297","South","West South Central",22,-45,123,160,201,100,-161,118,-45,26
"48299","South","West South Central",47,-113,303,392,266,539,640,738,601,383
"48301","South","West South Central",2,11,-9,20,-17,29,-4,19,10,20
"48303","South","West South Central",698,1085,578,1518,2486,1663,1524,1267,578,1366
"48305","South","West South Central",-21,-45,-114,-79,35,-58,5,32,1,75
"48307","South","West South Central",-44,50,-10,8,-52,111,-126,-162,46,22
"48309","South","West South Central",519,337,-167,601,-194,462,323,2493,1138,1033
"48311","South","West South Central",3,-17,31,37,29,18,-24,-44,-38,11
"48313","South","West South Central",54,-63,-56,54,6,46,116,74,79,-121
"48315","South","West South Central",-11,58,-57,-39,-32,65,61,32,-84,9
"48317","South","West South Central",10,42,32,223,102,109,-91,-147,124,57
"48319","South","West South Central",7,7,14,61,-37,-44,93,35,78,15
"48321","South","West South Central",-15,-226,-341,-135,-192,110,152,-457,-410,-79
"48323","South","West South Central",64,8,-324,-179,-396,-457,-694,-793,-619,-283
"48325","South","West South Central",61,189,160,345,409,374,640,746,529,578
"48327","South","West South Central",1,13,4,-67,-7,30,-24,35,18,27
"48329","South","West South Central",-225,1922,5275,3058,2098,3162,-879,-755,5009,2124
"48331","South","West South Central",-66,-114,-559,-57,19,188,300,259,102,-208
"48333","South","West South Central",19,-66,-19,65,17,17,27,63,-7,33
"48335","South","West South Central",7,5,-81,-339,72,-212,-368,-272,289,-14
"48337","South","West South Central",-16,66,-251,-27,-7,-55,163,64,248,294
"48339","South","West South Central",2235,7280,8228,9416,13396,13131,14050,11220,13856,13423
"48341","South","West South Central",-14,-380,-103,-754,-605,-604,-452,-353,-797,-415
"48343","South","West South Central",0,-137,-66,-16,-77,-206,83,-36,-31,101
"48345","South","West South Central",2,7,5,-3,-28,4,32,64,8,-28
"48347","South","West South Central",6,544,-267,-1136,-374,-64,-247,-519,-348,-125
"48349","South","West South Central",-6,0,-91,-318,-392,90,41,196,633,428
"48351","South","West South Central",-4,118,-130,-65,-17,-135,24,-201,-127,-94
"48353","South","West South Central",4,-74,-250,99,8,-60,-125,-224,-106,-115
"48355","South","West South Central",-535,507,1930,2315,714,799,-1636,-2676,-1064,-1571
"48357","South","West South Central",-68,125,66,17,-117,-127,-559,-356,-216,-100
"48359","South","West South Central",-2,23,-34,41,-39,-7,1,24,1,-19
"48361","South","West South Central",91,230,360,-233,290,442,356,325,-1513,-147
"48363","South","West South Central",-21,-68,-318,-50,62,-100,160,405,292,304
"48365","South","West South Central",15,166,-55,-246,-47,-149,-271,-226,-82,53
"48367","South","West South Central",259,667,773,-77,1861,3035,2786,4154,4108,4369
"48369","South","West South Central",2,-99,-226,-319,-186,-269,-159,-173,-81,-219
"48371","South","West South Central",-1,-22,-174,-11,44,83,-254,-296,-24,25
"48373","South","West South Central",37,161,-39,17,283,804,1029,1310,1023,1423
"48375","South","West South Central",1,-430,-1049,-2140,-1659,-2277,-1967,-1554,-2467,-2221
"48377","South","West South Central",32,-235,-232,-351,-347,-289,-38,-154,-308,-221
"48379","South","West South Central",12,96,-61,98,34,157,228,469,424,354
"48381","South","West South Central",298,1387,750,994,1023,822,1270,996,1100,1474
"48383","South","West South Central",-27,10,64,98,75,-40,-166,-115,-50,37
"48385","South","West South Central",10,126,-61,5,48,-54,103,45,66,-5
"48387","South","West South Central",4,-132,93,-187,-12,-19,-119,57,14,-55
"48389","South","West South Central",11,148,50,109,429,254,-533,-209,206,330
"48391","South","West South Central",-21,-39,-64,30,87,-36,-53,-96,-199,-67
"48393","South","West South Central",-6,-3,14,-18,-3,0,-2,19,-36,-45
"48395","South","West South Central",-34,78,-229,-87,17,188,83,278,26,-198
"48397","South","West South Central",420,1486,1121,1458,1780,2541,2616,2773,3218,3871
"48399","South","West South Central",20,-6,-141,-100,117,117,-94,29,-102,98
"48401","South","West South Central",20,189,-71,-553,-215,-292,-158,1235,89,117
"48403","South","West South Central",32,-56,-139,14,87,105,14,126,204,16
"48405","South","West South Central",-11,34,8,-96,-138,-97,-7,41,-3,23
"48407","South","West South Central",64,343,187,-173,319,343,430,529,493,169
"48409","South","West South Central",-425,-306,458,477,117,-76,-271,-502,-878,-318
"48411","South","West South Central",17,-84,-72,-21,-123,47,-12,96,45,2
"48413","South","West South Central",34,-215,-56,-79,-41,30,-139,-72,-101,-81
"48415","South","West South Central",6,-168,188,45,16,116,-268,-491,-242,-136
"48417","South","West South Central",-2,-46,19,-2,-34,7,-3,-44,-47,11
"48419","South","West South Central",-25,187,223,-243,-450,-278,75,-415,35,-62
"48421","South","West South Central",-7,-25,2,15,-7,-25,-8,-41,23,-111
"48423","South","West South Central",366,1031,808,357,1649,1404,1474,822,1660,2120
"48425","South","West South Central",7,-83,107,12,6,65,60,178,184,120
"48427","South","West South Central",-36,-672,-824,-652,-540,-556,-639,-575,-617,-387
"48429","South","West South Central",-36,-45,73,-217,-33,60,18,-82,127,-44
"48431","South","West South Central",-4,32,22,35,99,-12,4,-62,12,-7
"48433","South","West South Central",11,-24,4,-29,-24,16,5,-22,-22,3
"48435","South","West South Central",-62,-99,-88,37,-53,-83,-74,-138,-76,1
"48437","South","West South Central",38,-143,-1,-155,-208,-76,-68,40,-36,-27
"48439","South","West South Central",1813,9378,12100,9537,9397,13973,14236,9973,5329,2546
"48441","South","West South Central",91,-44,-13,-1274,-158,-89,-975,-675,-130,-107
"48443","South","West South Central",18,-58,-36,-25,11,-43,-47,-8,-2,-32
"48445","South","West South Central",-4,-96,-114,-5,-24,-115,-38,-407,-153,-67
"48447","South","West South Central",-6,3,-21,-7,13,-40,-10,-23,-2,-5
"48449","South","West South Central",21,-229,-130,-279,-392,-144,-431,-88,-115,-181
"48451","South","West South Central",192,478,758,722,1082,423,-547,-494,129,802
"48453","South","West South Central",2192,15806,18564,9483,12172,9176,8595,5098,5169,13964
"48455","South","West South Central",39,10,-207,196,-103,295,102,229,101,48
"48457","South","West South Central",-2,-52,-120,38,25,-41,111,147,190,145
"48459","South","West South Central",24,260,127,-266,475,44,436,340,121,566
"48461","South","West South Central",-6,-61,-37,88,63,144,-6,-90,-36,-10
"48463","South","West South Central",9,-105,-28,12,-1,-289,-39,-192,-432,-135
"48465","South","West South Central",-13,-583,-736,-561,-884,-635,-633,-373,-349,-329
"48467","South","West South Central",69,0,-229,166,414,656,866,752,776,602
"48469","South","West South Central",-104,62,990,386,348,473,-305,-862,-523,-156
"48471","South","West South Central",264,-72,30,523,316,378,690,663,114,-319
"48473","South","West South Central",112,283,-71,761,974,1406,1024,1280,1435,1359
"48475","South","West South Central",-60,44,98,285,263,-9,-134,-233,221,180
"48477","South","West South Central",13,146,-115,194,136,382,-157,92,614,409
"48479","South","West South Central",-74,-700,-430,-1096,-2031,-2664,-2670,-2916,-2332,-2208
"48481","South","West South Central",10,-180,-297,-106,-199,172,49,103,-441,-70
"48483","South","West South Central",-9,35,135,113,-46,-41,-163,-222,-138,-93
"48485","South","West South Central",-179,-1717,-304,-348,-433,-2600,-357,-5,-116,45
"48487","South","West South Central",-38,-93,-225,-84,-221,48,-202,-173,72,-20
"48489","South","West South Central",18,-253,-133,-347,-222,-229,-261,-328,-154,-168
"48491","South","West South Central",2348,10821,8659,9242,12259,13516,15154,13505,15747,19513
"48493","South","West South Central",147,506,472,722,729,864,811,855,855,740
"48495","South","West South Central",-38,19,159,195,107,110,-209,-380,85,131
"48497","South","West South Central",-67,500,245,303,390,837,1378,1246,2239,1530
"48499","South","West South Central",85,256,481,203,601,543,830,741,1115,629
"48501","South","West South Central",-45,38,-11,24,11,65,-183,-239,-127,-24
"48503","South","West South Central",3,-144,-56,72,-35,-101,-49,-97,78,52
"48505","South","West South Central",-13,-79,-158,-87,-214,-120,-244,-307,-228,-66
"48507","South","West South Central",12,-10,2,40,-96,-76,-311,-264,-114,-175
"49001","West","Mountain",-10,-170,-130,-100,-78,-131,51,-139,121,10
"49003","West","Mountain",27,-524,-602,57,70,31,597,542,500,680
"49005","West","Mountain",97,-786,-1082,-908,-1253,-176,468,-46,304,7
"49007","West","Mountain",1,-215,-232,-424,-334,-298,-96,-189,57,180
"49009","West","Mountain",5,79,-75,38,-14,-19,-27,-54,-40,-30
"49011","West","Mountain",129,-486,-717,1854,2063,1605,2093,1620,660,532
"49013","West","Mountain",-60,-198,13,634,-88,243,-753,-582,-161,-236
"49015","West","Mountain",-11,-118,-143,-251,-152,-344,-195,-200,-24,-7
"49017","West","Mountain",14,-57,-107,-59,-41,-63,-20,41,-23,33
"49019","West","Mountain",55,-76,22,-27,28,27,27,-52,75,43
"49021","West","Mountain",-70,-270,-535,-666,23,531,1070,589,1450,1675
"49023","West","Mountain",-16,-61,-125,-129,41,36,309,125,199,245
"49025","West","Mountain",88,66,-142,-46,46,-120,253,211,151,202
"49027","West","Mountain",15,-80,-206,-6,-122,-33,-63,55,58,91
"49029","West","Mountain",22,23,47,268,284,302,217,366,26,65
"49031","West","Mountain",3,-63,6,-9,-20,24,-25,-45,31,41
"49033","West","Mountain",-9,22,-76,-14,-7,9,-13,65,34,4
"49035","West","Mountain",-420,523,1838,1290,-4162,-1069,2410,376,-1664,-1604
"49037","West","Mountain",29,-128,43,-250,-90,36,-50,-139,16,-109
"49039","West","Mountain",36,-184,-285,-16,-64,164,372,472,387,241
"49041","West","Mountain",-29,-68,-328,4,-130,-3,156,41,86,0
"49043","West","Mountain",89,540,106,240,312,127,441,360,119,-133
"49045","West","Mountain",108,7,-101,185,110,558,1288,2158,1770,1523
"49047","West","Mountain",-271,376,899,513,638,372,-1973,-1408,-129,10
"49049","West","Mountain",447,275,-1079,1336,-859,1918,6883,5447,4624,4255
"49051","West","Mountain",64,482,614,831,849,934,921,1142,850,689
"49053","West","Mountain",-25,1572,1803,1942,3003,2530,3698,5533,4814,5028
"49055","West","Mountain",-14,-47,-48,-1,-23,-15,-24,17,-49,28
"49057","West","Mountain",194,-821,-155,-690,-285,433,1837,2023,1841,2125
"50001","Northeast","New England",-32,-29,-71,-38,-6,-105,-54,-95,-63,-72
"50003","Northeast","New England",-19,-159,-103,17,-269,-17,-132,-158,-31,60
"50005","Northeast","New England",-33,-74,-54,57,-180,-186,-438,0,133,-232
"50007","Northeast","New England",2,-16,-51,3,-261,-546,-692,-290,-45,-410
"50009","Northeast","New England",-3,1,-94,-11,-41,45,53,-8,55,-64
"50011","Northeast","New England",-14,204,-143,-101,122,-13,-173,-181,190,-37
"50013","Northeast","New England",-6,7,4,9,-14,-99,57,65,118,114
"50015","Northeast","New England",23,104,155,45,-24,3,43,-11,-110,18
"50017","Northeast","New England",3,19,-139,-75,12,-7,15,44,-48,31
"50019","Northeast","New England",-9,-63,-21,29,-72,53,-210,110,84,207
"50021","Northeast","New England",-82,-244,-351,-152,-365,-360,-248,44,-190,-242
"50023","Northeast","New England",22,-95,-305,-196,-236,-391,-287,-101,-168,338
"50025","Northeast","New England",-30,-275,-185,-91,-229,-380,-18,-249,-133,-334
"50027","Northeast","New England",-34,26,-398,-33,-156,-159,-128,-24,29,-59
"51001","South","South Atlantic",41,20,-60,-293,-21,-54,-75,-238,-78,-186
"51003","South","South Atlantic",73,392,612,239,694,664,575,741,312,656
"51005","South","South Atlantic",-15,4,-71,-29,-198,-124,32,-128,-72,-3
"51007","South","South Atlantic",19,-27,2,-67,51,67,33,183,75,88
"51009","South","South Atlantic",7,-210,481,-275,-181,-345,17,7,-135,0
"51011","South","South Atlantic",48,36,96,37,40,134,35,182,133,24
"51013","South","South Atlantic",526,3014,913,-439,-3546,-2072,-1933,-986,-1897,-2110
"51015","South","South Atlantic",-172,15,-135,274,92,428,499,411,505,228
"51017","South","South Atlantic",-5,-31,21,-42,-16,-52,-38,-108,14,-73
"51019","South","South Atlantic",100,391,167,452,795,569,426,476,682,289
"51021","South","South Atlantic",-6,21,-35,18,-54,-6,-23,-86,-16,19
"51023","South","South Atlantic",47,-141,188,-43,148,354,-71,162,161,198
"51025","South","South Atlantic",-3,-233,-67,-36,-100,42,-176,42,-158,-26
"51027","South","South Atlantic",-41,-207,57,-139,-408,-306,-463,-469,-137,-253
"51029","South","South Atlantic",-39,114,-159,33,-230,97,53,24,27,135
"51031","South","South Atlantic",81,-217,-101,180,117,-36,-85,-121,-103,-185
"51033","South","South Atlantic",51,-130,102,183,275,-14,81,263,253,-84
"51035","South","South Atlantic",19,107,-82,106,-68,198,-27,126,49,220
"51036","South","South Atlantic",14,-17,-64,-25,-89,48,15,31,-3,3
"51037","South","South Atlantic",-2,-53,-77,-107,-72,-18,-40,-6,-102,-25
"51041","South","South Atlantic",328,901,1271,1713,2281,674,1362,2689,3443,3032
"51043","South","South Atlantic",18,197,88,27,62,-53,75,191,95,130
"51045","South","South Atlantic",16,-4,-21,13,38,-24,3,-50,36,52
"51047","South","South Atlantic",72,260,209,465,344,-19,455,600,316,570
"51049","South","South Atlantic",-4,-66,-180,10,-11,-119,-4,91,33,110
"51051","South","South Atlantic",9,-55,-43,-162,-124,-70,-112,-220,-116,-126
"51053","South","South Atlantic",15,-19,-10,-204,-39,-47,232,159,104,-7
"51057","South","South Atlantic",14,10,-18,23,-95,11,7,-80,-77,61
"51059","South","South Atlantic",310,-776,-4146,-6332,-16881,-18160,-17578,-15402,-14299,-14214
"51061","South","South Atlantic",95,366,220,349,713,52,101,486,944,453
"51063","South","South Atlantic",34,23,30,52,67,67,137,125,33,15
"51065","South","South Atlantic",35,91,-137,-105,91,105,16,231,346,292
"51067","South","South Atlantic",70,214,10,19,109,98,-13,264,44,95
"51069","South","South Atlantic",158,550,360,894,829,448,752,1393,1410,943
"51071","South","South Atlantic",2,-139,-102,15,-70,-29,127,-43,118,-26
"51073","South","South Atlantic",47,-71,-74,-95,191,-73,131,261,129,130
"51075","South","South Atlantic",33,-366,-92,306,293,330,332,240,571,569
"51077","South","South Atlantic",-27,-43,-137,53,808,91,-16,-111,34,2
"51079","South","South Atlantic",28,136,19,-68,124,25,35,179,-1,38
"51081","South","South Atlantic",-22,-215,-263,-41,-107,321,-211,99,-112,-79
"51083","South","South Atlantic",-21,-55,-179,-224,-57,-26,-35,-301,-257,-115
"51085","South","South Atlantic",36,-164,396,610,541,1227,1097,1327,1187,806
"51087","South","South Atlantic",-107,419,1794,392,171,-655,-1632,-1197,-554,-113
"51089","South","South Atlantic",-45,-452,-320,-147,-279,-75,-119,-93,14,-143
