"fips","region","division","domesticmig2010","domesticmig2011","domesticmig2012","domesticmig2013","domesticmig2014","domesticmig2015","domesticmig2016","domesticmig2017","domesticmig2018","domesticmig2019"
"21161","South","East South Central",0,34,-106,-153,-181,-39,98,7,-120,-37
"21163","South","East South Central",53,834,-582,-136,-226,-1467,209,84,609,-54
"21165","South","East South Central",50,43,-85,0,-25,77,86,28,0,82
"21167","South","East South Central",15,-81,-38,-24,48,57,29,138,173,276
"21169","South","East South Central",16,-82,-110,-18,22,-76,102,95,-27,17
"21171","South","East South Central",15,-15,-46,-127,-19,-46,-46,81,136,-82
"21173","South","East South Central",-5,67,8,199,9,155,49,210,157,1
"21175","South","East South Central",-190,-6,-197,-154,-29,-54,-8,-14,160,-10
"21177","South","East South Central",126,-83,-121,-11,2,4,-87,-159,-75,-133
"21179","South","East South Central",86,201,95,-49,101,76,260,-18,107,294
"21181","South","East South Central",-2,-29,-78,23,40,21,32,85,44,86
"21183","South","East South Central",-28,105,9,-72,-18,91,139,-40,-68,-69
"21185","South","East South Central",62,45,1091,791,808,425,690,922,-210,100
"21187","South","East South Central",-8,-29,-70,-107,13,107,-32,130,92,20
"21189","South","East South Central",14,77,-88,-29,-80,-37,50,-63,64,-55
"21191","South","East South Central",27,-261,-100,-29,-118,-2,70,-29,-31,-15
"21193","South","East South Central",8,53,-392,-315,-401,-216,-205,-572,-299,-368
"21195","South","East South Central",94,-58,-261,-671,-831,-1057,-1219,-1383,-233,-390
"21197","South","East South Central",16,-9,-153,17,-115,-109,15,38,107,-7
"21199","South","East South Central",86,298,13,269,135,47,180,440,322,434
"21201","South","East South Central",-2,5,-65,26,-24,-33,1,5,12,-22
"21203","South","East South Central",6,61,-39,-305,122,128,-41,-104,73,-48
"21205","South","East South Central",42,159,179,315,-40,313,-254,55,-52,-91
"21207","South","East South Central",-21,115,-115,90,76,-97,129,1,95,149
"21209","South","East South Central",62,295,603,642,834,576,894,1052,908,776
"21211","South","East South Central",103,290,417,355,279,330,441,397,645,776
"21213","South","East South Central",19,-87,216,87,41,85,24,47,341,118
"21215","South","East South Central",31,187,-12,137,53,191,224,235,323,262
"21217","South","East South Central",149,255,7,-2,83,146,-227,32,-68,227
"21219","South","East South Central",-35,-51,103,-224,-69,-65,-135,-203,77,-62
"21221","South","East South Central",30,-78,183,-70,-133,103,87,136,247,4
"21223","South","East South Central",-14,-29,1,-40,-85,14,-112,-55,-51,16
"21225","South","East South Central",251,-12,-207,-38,0,-99,-171,-118,-116,-72
"21227","South","East South Central",238,547,425,793,701,1358,916,1408,864,1308
"21229","South","East South Central",15,13,117,-41,8,90,81,-222,116,53
"21231","South","East South Central",3,39,-82,-69,-134,8,102,-110,-167,-107
"21233","South","East South Central",-30,-42,-42,-104,-168,-45,31,-159,5,-145
"21235","South","East South Central",19,61,-184,70,-172,196,-143,-61,-4,115
"21237","South","East South Central",-4,-13,-154,106,-12,11,-17,63,-44,-24
"21239","South","East South Central",50,-184,86,162,196,239,175,193,63,195
"22001","South","West South Central",-9,-222,-140,66,30,-245,-236,-508,-498,-312
"22003","South","West South Central",-43,-93,-187,-74,9,-133,-22,-127,-89,-9
"22005","South","West South Central",386,1073,1184,1310,1604,1061,1082,553,806,955
"22007","South","West South Central",-62,-207,-174,48,-195,-210,-182,-234,-308,-393
"22009","South","West South Central",-7,-390,-310,-341,-230,-221,-120,-181,-490,-320
"22011","South","West South Central",140,103,10,-243,-137,105,261,-225,356,1
"22013","South","West South Central",-6,-12,-71,-190,-118,66,-29,-130,-270,-39
"22015","South","West South Central",306,1508,1746,-281,-177,-348,-564,385,-446,-477
"22017","South","West South Central",255,32,-1094,-3288,-3705,-2308,-3340,-3434,-3505,-2938
"22019","South","West South Central",137,-85,-373,59,240,1001,1005,777,-195,-644
"22021","South","West South Central",1,-55,-34,-50,-54,75,11,-129,22,-45
"22023","South","West South Central",44,-281,-54,70,-20,78,59,18,44,-57
"22025","South","West South Central",-17,-104,-46,4,-121,-84,-156,-54,-233,-114
"22027","South","West South Central",-46,-219,-59,-174,-259,-120,-83,-156,-23,-160
"22029","South","West South Central",-19,1,-438,5,0,-263,-262,-144,-276,-335
"22031","South","West South Central",54,44,149,4,-73,-22,49,62,161,14
"22033","South","West South Central",-216,-2825,-1565,-1871,-2174,-2979,-2322,-4966,-5070,-4499
"22035","South","West South Central",-40,-122,-145,-84,-113,-197,-57,-143,-130,-146
"22037","South","West South Central",-86,-87,-200,-208,99,-108,-1,-66,-52,-114
"22039","South","West South Central",-17,-276,-303,-76,-269,-222,-249,-197,-311,-217
"22041","South","West South Central",10,-65,-237,-38,-66,-51,-39,-133,-115,-143
"22043","South","West South Central",33,-11,-34,-110,-32,-89,-49,-38,109,-91
"22045","South","West South Central",-101,-317,-101,-304,-533,-439,-1187,-1290,-1275,-1221
"22047","South","West South Central",-62,-192,-206,-51,-271,-31,-303,21,-235,-211
"22049","South","West South Central",13,29,-96,-96,-90,-65,-35,44,56,-104
"22051","South","West South Central",-730,-2158,-2634,-2305,-3023,-2568,-2158,-3064,-4736,-3646
"22053","South","West South Central",-1,-99,-236,-186,95,-109,-131,62,73,-149
"22055","South","West South Central",65,332,923,2056,2078,1579,-148,-1357,-145,-113
"22057","South","West South Central",-62,-258,-352,-335,220,-109,-349,-764,-460,-656
"22059","South","West South Central",32,11,-73,-51,23,65,9,-146,-15,-14
"22061","South","West South Central",14,-232,-407,-124,-334,-108,-370,-276,-525,-556
"22063","South","West South Central",370,581,808,1386,689,1157,1653,-2690,897,780
"22065","South","West South Central",-8,-172,167,-369,-132,-300,-89,-163,-173,-247
"22067","South","West South Central",-67,-398,-110,-412,-285,-337,-409,-256,-288,-434
"22069","South","West South Central",-29,-346,-197,-422,-154,-251,-109,-82,-524,-551
"22071","South","West South Central",3103,10273,6479,6334,2794,2983,-473,-2194,-1902,-2041
"22073","South","West South Central",-12,-245,-328,15,-560,-313,-707,-1724,-1762,-1731
"22075","South","West South Central",30,348,130,-462,-372,-38,-260,-89,-60,-277
"22077","South","West South Central",-26,-118,-195,-262,-113,-92,-126,60,-283,-125
"22079","South","West South Central",6,-354,-473,-82,-695,-849,-452,-926,-1054,-900
"22081","South","West South Central",-6,-61,-56,-134,-225,-57,-93,-102,-11,-79
"22083","South","West South Central",-2,130,-11,-56,-249,-222,-129,-49,-214,-103
"22085","South","West South Central",-19,172,-143,-62,-167,95,-174,-118,-33,-41
"22087","South","West South Central",751,2310,1621,1520,589,601,-13,44,359,185
"22089","South","West South Central",-91,-688,-261,-150,-193,-378,-85,-407,-28,179
"22091","South","West South Central",-21,-221,5,-187,-258,-60,-56,-47,-129,-46
"22093","South","West South Central",-99,-381,-269,-48,-218,-105,-84,-91,-287,-113
"22095","South","West South Central",-221,-837,-658,-1429,-116,-421,-329,-256,-308,-413
"22097","South","West South Central",0,-514,-305,-389,-97,-298,-249,-512,-864,-756
"22099","South","West South Central",7,224,-461,-77,74,240,-371,78,-695,-265
"22101","South","West South Central",-141,-629,-918,-227,-678,-720,-1073,-1573,-1029,-622
"22103","South","West South Central",563,1262,1411,2143,2284,2730,2381,2551,1547,1894
"22105","South","West South Central",166,319,189,948,656,956,1008,1041,874,350
"22107","South","West South Central",-27,-151,-121,-60,-89,-89,-117,-70,-110,-128
"22109","South","West South Central",-212,-676,-686,336,59,-378,-1649,-1763,-1029,-1052
"22111","South","West South Central",27,-148,-305,-101,108,-90,12,-110,-127,-120
"22113","South","West South Central",19,-107,117,306,-22,131,-101,-348,-221,-507
"22115","South","West South Central",104,-1280,659,-2462,-752,-2320,-724,-2267,-2179,-1161
"22117","South","West South Central",-96,21,-430,-223,-80,38,16,198,4,-341
"22119","South","West South Central",30,23,-403,-202,-324,-270,-303,-418,-410,-376
"22121","South","West South Central",93,-13,-106,318,402,205,174,140,68,-52
"22123","South","West South Central",-11,-82,-35,-12,65,-247,-161,-131,38,-96
"22125","South","West South Central",-6,-149,-73,-7,-89,4,-37,65,99,66
"22127","South","West South Central",-34,-188,-76,-227,-20,-171,-99,-190,-167,-169
"23001","Northeast","New England",-156,-694,-280,-667,-363,-470,-107,-66,323,150
"23003","Northeast","New England",-124,-142,-399,-572,-518,-477,-437,-417,-113,-45
"23005","Northeast","New England",-544,385,409,827,849,925,653,579,969,872
"23007","Northeast","New England",-53,48,-80,-164,-244,-103,28,-53,223,391
"23009","Northeast","New England",-75,182,14,103,-51,-151,285,192,356,432
"23011","Northeast","New England",-30,-212,-215,-432,144,-137,531,585,346,500
"23013","Northeast","New England",-26,46,-28,91,143,33,149,185,101,199
"23015","Northeast","New England",-53,-46,13,81,82,-101,297,340,296,341
"23017","Northeast","New England",-64,73,-172,-48,45,10,266,348,419,439
"23019","Northeast","New England",-127,-211,-436,-89,-179,-1137,-606,506,305,491
"23021","Northeast","New England",17,-94,-5,-22,-45,-2,40,-10,61,131
"23023","Northeast","New England",-115,-102,-55,-71,41,98,93,344,299,255
"23025","Northeast","New England",32,-221,-78,-70,-403,-366,-24,-32,282,81
"23027","Northeast","New England",28,-7,13,4,-20,152,281,408,-16,144
"23029","Northeast","New England",-20,1,-79,-187,-219,-119,-106,-82,74,185
"23031","Northeast","New England",1,991,506,433,1058,592,1317,1988,1843,2047
"24001","South","South Atlantic",-99,-234,-466,-207,-433,-301,-203,-468,-208,-332
"24003","South","South Atlantic",401,1673,1202,1413,-9,-277,516,771,1620,1162
"24005","South","South Atlantic",22,1141,-61,21,-2173,-2595,-2998,-3872,-3794,-3211
"24009","South","South Atlantic",92,28,-12,365,-250,-381,257,127,464,272
"24011","South","South Atlantic",-34,-320,-389,-95,-190,-74,135,177,94,9
"24013","South","South Atlantic",13,-343,-318,31,5,-369,-276,401,672,120
"24015","South","South Atlantic",-6,29,-242,-106,50,10,-110,-282,44,102
"24017","South","South Atlantic",259,987,238,984,695,181,700,1355,1303,1043
"24019","South","South Atlantic",33,-46,-220,47,-119,-135,-162,-123,-174,19
"24021","South","South Atlantic",289,1214,530,-58,445,-98,452,2206,3050,3280
"24023","South","South Atlantic",-12,30,-193,0,-306,-222,-16,-73,-30,-31
"24025","South","South Atlantic",103,340,770,-505,-523,-884,-105,876,1365,1096
"24027","South","South Atlantic",570,1875,2212,1202,36,870,1000,676,861,710
"24029","South","South Atlantic",18,109,-237,-94,62,22,60,-127,94,124
"24031","South","South Atlantic",312,576,-2442,-5072,-6776,-8778,-9314,-7393,-10633,-9423
"24033","South","South Atlantic",-781,-3725,-4394,-2988,-2830,-6638,-9422,-10034,-9925,-9430
"24035","South","South Atlantic",32,324,197,-50,138,127,-19,439,441,143
"24037","South","South Atlantic",372,890,262,-393,-71,150,-11,106,-300,288
"24039","South","South Atlantic",10,-186,-304,-148,-457,99,116,62,-239,53
"24041","South","South Atlantic",74,112,121,9,-280,26,-196,9,97,242
"24043","South","South Atlantic",193,563,-248,-451,-383,-369,130,314,309,256
"24045","South","South Atlantic",-39,267,-241,-330,-50,-201,-192,-335,351,186
"24047","South","South Atlantic",48,128,183,110,137,58,202,370,525,576
"24510","South","South Atlantic",-1019,-4913,-2388,-4697,-3197,-5872,-10253,-9236,-10340,-10919
"25001","Northeast","New England",201,480,235,866,765,717,644,1006,934,616
"25003","Northeast","New England",37,-690,-300,-551,-563,-912,-595,-488,-145,-662
"25005","Northeast","New England",392,-1399,0,-274,1040,110,-853,966,1275,30
"25007","Northeast","New England",12,98,122,311,127,-58,36,-10,-6,-19
"25009","Northeast","New England",647,354,-450,1102,327,-988,-3830,-2420,-2329,-4047
"25011","Northeast","New England",-49,261,-182,-427,-147,-449,-305,-53,60,-355
"25013","Northeast","New England",-144,-2093,-3215,-2546,-1906,-3512,-4511,-3133,-3061,-2820
"25015","Northeast","New England",938,234,-393,-67,-550,-621,146,-842,-208,-469
"25017","Northeast","New England",-251,137,-39,-137,-4605,-7165,-9596,-10248,-10430,-10597
"25019","Northeast","New England",-60,-156,59,55,115,-35,-11,-58,-157,57
"25021","Northeast","New England",862,470,230,1157,-1429,-2473,-2822,-1861,-1528,-336
"25023","Northeast","New England",358,195,-906,1200,1629,729,678,1058,1024,1105
"25025","Northeast","New England",132,-1750,-95,-2638,-4295,-5633,-5614,-8449,-10905,-11034
"25027","Northeast","New England",488,-1613,-2811,-1145,-1290,-2283,-3536,-477,-1747,-1743
"26001","Midwest","East North Central",-17,-22,-32,91,8,25,149,73,155,150
"26003","Midwest","East North Central",-21,-22,-1,31,-18,-29,-73,63,10,36
"26005","Midwest","East North Central",-41,-861,-156,80,829,395,349,988,408,504
"26007","Midwest","East North Central",-38,-96,-48,-85,-17,-73,53,-114,27,76
"26009","Midwest","East North Central",-43,-116,-30,-21,72,-33,99,279,161,115
"26011","Midwest","East North Central",-8,-147,-53,23,10,21,-92,-4,89,-28
"26013","Midwest","East North Central",-17,2,-83,2,-38,-56,-11,-62,-73,-63
"26015","Midwest","East North Central",-148,-326,-42,2,69,6,269,789,463,258
"26017","Midwest","East North Central",-81,-322,-364,-76,-696,-545,-638,-114,-137,-384
"26019","Midwest","East North Central",0,-59,4,82,181,-22,210,107,205,70
"26021","Midwest","East North Central",-204,-514,-855,-1091,-705,-1238,-1119,-411,-537,-608
"26023","Midwest","East North Central",-135,-1423,-218,-360,-30,-181,-311,-190,64,-172
"26025","Midwest","East North Central",-202,-1234,-860,-482,-501,-985,-457,-496,-392,-184
"26027","Midwest","East North Central",-52,-43,-385,-118,-48,-171,-19,243,291,104
"26029","Midwest","East North Central",-35,152,18,75,26,20,-7,44,57,12
"26031","Midwest","East North Central",-34,-64,-39,-56,144,-127,147,112,191,-74
"26033","Midwest","East North Central",-60,205,59,-493,-343,-304,-310,-14,-181,-57
"26035","Midwest","East North Central",61,75,-111,-131,178,-18,-133,315,243,286
"26037","Midwest","East North Central",-22,175,-60,330,-73,-223,294,654,464,149
"26039","Midwest","East North Central",-14,27,-48,-19,-97,142,-44,209,31,156
"26041","Midwest","East North Central",18,-28,-38,-9,-190,-93,-131,-184,79,39
"26043","Midwest","East North Central",-25,28,141,-90,-82,-126,-111,-50,-11,-64
"26045","Midwest","East North Central",-99,-283,-325,-2,18,-313,137,-15,66,405
"26047","Midwest","East North Central",-6,47,83,146,110,19,3,276,189,207
"26049","Midwest","East North Central",-1159,-4260,-4917,-3458,-3624,-2709,-2157,-1734,-1044,-1026
"26051","Midwest","East North Central",29,214,-211,118,8,-222,17,189,216,256
"26053","Midwest","East North Central",-23,-182,26,-30,-67,-160,-110,69,-146,-1073
"26055","Midwest","East North Central",-49,1264,670,787,554,601,320,-227,703,517
"26057","Midwest","East North Central",-38,-351,-197,9,-450,-99,-331,121,-354,160
"26059","Midwest","East North Central",-69,-131,-387,-208,-340,-99,-170,6,-166,-129
"26061","Midwest","East North Central",22,-181,-263,-269,-409,-365,-65,-212,-336,-335
"26063","Midwest","East North Central",-38,-238,-145,-82,-71,-93,-170,-51,34,-103
"26065","Midwest","East North Central",-688,-1730,-2696,-2657,-1760,-1577,-869,-855,-2730,-1437
"26067","Midwest","East North Central",-92,-275,-271,-144,64,-403,-83,-105,-176,259
"26069","Midwest","East North Central",-44,-80,16,156,141,88,122,45,137,182
"26071","Midwest","East North Central",0,59,-90,32,-48,50,-42,39,89,48
"26073","Midwest","East North Central",-88,-69,-377,-898,-624,229,119,-513,-933,-921
"26075","Midwest","East North Central",-212,-877,43,-540,-446,-392,-1101,241,-57,-200
"26077","Midwest","East North Central",-27,317,1022,238,65,-702,-73,363,514,-715
"26079","Midwest","East North Central",-25,44,-60,173,89,-109,73,326,237,229
"26081","Midwest","East North Central",-1075,-58,1348,2335,1122,370,555,-73,-762,-1208
"26083","Midwest","East North Central",11,12,-11,-18,33,-53,20,-34,12,39
"26085","Midwest","East North Central",-4,8,41,-12,65,355,187,176,-51,23
"26087","Midwest","East North Central",-178,-193,-76,5,-135,153,-174,81,-95,-183
"26089","Midwest","East North Central",38,-273,-12,157,189,96,-98,202,125,87
"26091","Midwest","East North Central",-328,-406,-553,-251,-193,-351,91,-90,-304,367
"26093","Midwest","East North Central",-140,577,311,951,868,1181,870,949,1063,611
"26095","Midwest","East North Central",-31,-60,-36,42,-77,17,-49,52,-36,-74
"26097","Midwest","East North Central",-8,-33,73,-18,11,-136,-60,55,55,41
"26099","Midwest","East North Central",-634,-691,1672,3897,2028,-693,-219,117,-302,-653
"26101","Midwest","East North Central",-156,286,12,-40,50,170,51,62,170,184
"26103","Midwest","East North Central",26,380,239,-105,5,-433,-829,29,-61,397
"26105","Midwest","East North Central",4,-34,78,50,141,32,83,215,105,79
"26107","Midwest","East North Central",14,482,-75,-376,-144,-246,44,88,106,-4
"26109","Midwest","East North Central",-29,-37,-65,66,-134,-5,-177,-129,44,-75
"26111","Midwest","East North Central",-88,-161,-432,-339,-483,-150,-454,-289,-211,-241
"26113","Midwest","East North Central",-18,65,32,16,-94,-83,120,-54,53,-18
"26115","Midwest","East North Central",-189,-806,-936,-836,-419,-582,-296,281,777,369
"26117","Midwest","East North Central",-99,-240,-368,-395,-156,-137,93,459,317,-158
"26119","Midwest","East North Central",21,-60,-29,-25,54,36,-2,122,136,153
"26121","Midwest","East North Central",-477,-2454,-419,1599,-499,-173,280,20,-447,-362
"26123","Midwest","East North Central",-73,-155,-568,-88,-161,12,-102,428,525,126
"26125","Midwest","East North Central",-1400,920,2219,3247,-1915,-6729,-3988,-3511,-5064,-4781
"26127","Midwest","East North Central",-57,-168,-261,-116,0,-60,-94,68,92,-118
"26129","Midwest","East North Central",-36,-28,-58,-79,-93,40,104,163,85,199
"26131","Midwest","East North Central",-1,-85,-162,-44,-67,-73,-32,23,-3,-5
"26133","Midwest","East North Central",-9,-60,-205,-102,-122,-69,3,76,90,64
"26135","Midwest","East North Central",0,56,-6,-164,-7,-22,3,37,35,58
"26137","Midwest","East North Central",-7,-67,-116,62,20,89,228,159,116,62
